,dba_name,Inspection Count,Upgraded,Downgraded,Fail,Pass
542,87TH DISCOUNT & FOOD MART,4,1,3,2,2
543,87TH FISH CORP.,11,4,7,6,5
544,87TH FOOD & LIQUOR,2,0,2,2,0
545,87TH STREET JERK,9,4,5,6,3
546,87TH STREET JERK & SEAFOOD MARKET,7,0,7,5,2
547,88 MARKETPLACE,10,5,5,5,5
548,88EGGS,4,0,4,2,2
549,"8900 FOOD & LIQUOR, INC.",3,0,3,3,0
550,9 MUSES BAR & GRILL,19,6,13,5,14
551,90 MILES CUBAN CAFE,32,12,20,16,16
552,"90 MILES CUBAN CAFE, INC.",19,7,12,9,10
553,90TH MERIDIAN,6,3,3,1,5
554,91st South Chicago Apts.,16,9,7,5,11
555,93RD STREET FOOD MARKET,2,1,1,1,1
556,"9444 S LAFAYETTE, INC",2,2,0,0,2
557,95TH CITGO,4,1,3,3,1
558,95TH DISCOUNT,2,2,0,1,1
559,95TH DISCOUNT STORE,2,1,1,1,1
560,95TH MARKET,5,4,1,3,2
561,95TH MARKET STORE,2,1,1,1,1
562,95TH WOODLAWN FOOD MARKET,2,1,1,1,1
563,95th DISCOUNT MARKET,2,0,2,1,1
564,99 C + FOOD,3,1,2,1,2
565,@SPOT CAFE,3,0,3,3,0
566,A & A CANDY,2,1,1,1,1
567,A & A SOUTH FOOD MART,6,1,5,4,2
568,A & B CONVENIENCE,5,3,2,2,3
569,A & B FOOD MARKET INC,4,3,1,1,3
570,A & C DISTRIBUTORS,3,1,2,1,2
571,A & C FAST FOOD,6,3,3,3,3
572,A & D FOOD MARKET INC,6,2,4,3,3
573,"A & D LIVE CHICKEN POULTRY, INC",12,4,8,6,6
574,"A & G FRESH MARKET, INC",17,9,8,7,10
575,A & G GROCERY & DELI INC.,2,1,1,1,1
576,A & G LIQUORS,5,2,3,0,5
577,"A & H TOWN,INC",4,1,3,3,1
578,A & J FOOD MARKET INCORPORATED,23,10,13,9,14
579,A & J KRAZY KITCHEN,6,2,4,5,1
580,A & J MEAT MARKET INC.,3,0,3,2,1
581,A & JJ CONVENIENCE STORE INC.,3,1,2,2,1
582,A & K B P,3,1,2,1,2
583,A & K PRESTIGE FOOD & LIQUOR,2,1,1,0,2
584,"A & L GROCER, INC.",3,1,2,1,2
585,"A & L SUPERMARKET, INC.",5,2,3,3,2
586,A & M DOLLAR STORE,2,0,2,2,0
587,A & M FOOD,2,1,1,1,1
588,A & M LLC,2,0,2,1,1
589,A & N FOOD & DOLLAR,8,1,7,6,2
590,"A & N FOOD & DOLLAR PLUS,",4,1,3,2,2
591,"A & N FOOD MART, INC.",8,3,5,5,3
592,A & N GROCERIES,3,1,2,2,1
593,A & R  FOOD MARKET,4,1,3,2,2
594,A & R FOOD INC.,4,1,3,3,1
595,A & R PUBLIC CLOSEOUT,2,0,2,2,0
596,A & S BEVERAGES,2,1,1,1,1
597,A & S BEVERAGES WINE SPIRITS 3,4,3,1,2,2
598,A & S FOOD,7,0,7,6,1
599,"A & S FOOD MART # 1,INC",4,2,2,2,2
600,A & S FOOD STORE,3,2,1,2,1
601,A & T GRILL,6,1,5,3,3
602,A & V SNACK AND DELI,2,2,0,1,1
603,A & W / LONG JOHN SILVERS,2,1,1,1,1
604,A & W DOLLAR PLUS,4,1,3,3,1
605,A & W/Long John Silver's,2,0,2,2,0
606,"A 87 CAFE AND RESTAURANT,CORP",5,2,3,4,1
607,A AND C VARIETY LLC,2,1,1,1,1
608,"A B C & ME DAYCARE CENTER, INC.",8,2,6,4,4
609,A B C ACADEMY INC.,2,2,0,0,2
610,A B C HEADSTART,12,4,8,5,7
611,A B DISCOUNT WINE & LIQUOR,2,2,0,1,1
612,A BAKER'S TALE,4,2,2,1,3
613,A BEAUTIFUL RIND,13,2,11,7,6
614,A BITE OF SZECHUAN,3,2,1,2,1
615,A BOY NAMED JUDAH LLC,8,2,6,6,2
616,A CARING WORLD INC,7,5,2,1,6
617,A CHILD'S PLACE ACADEMY,10,5,5,2,8
618,A CHILD'S PLACE ACADEMY 2,5,0,5,2,3
619,"A CHILD'S SPACE EARLY LITERACY AND LEARNING CENTER, INC.",17,12,5,4,13
620,A CHILD'S WORLD EARLY LEARNING,14,6,8,6,8
621,A CHILD'S WORLD EARLY LEARNING CENTER,15,7,8,7,8
622,A CONCOURSE,5,2,3,2,3
623,A CUP OF JOE INC.,7,3,4,3,4
624,A H FOODMART,2,0,2,1,1
625,A HAVEN FOR LITTLE ONES 2 CHILDREN LEARNING CENTER,10,1,9,4,6
626,A J FOOD & LIQUOR INC.,5,0,5,2,3
627,A JUST HARVEST,16,10,6,5,11
628,A KARRASEL CHILD CARE CENTER,5,1,4,2,3
629,A KARRASEL CHILD CARE CENTERS,15,7,8,7,8
630,"A KARRASEL NURSERY SCHOOL AND KINDERGARTEN, INC.",15,9,6,3,12
631,A LA COUCH,5,3,2,4,1
632,A LIL SOMTHING HOT,3,1,2,2,1
633,A LIL-ROC&RO INC,4,0,4,3,1
634,A LITTLE GENIUS ACADEMY,2,1,1,2,0
635,A LOT TO SAVE FOOD,9,3,6,5,4
636,A MANO,3,0,3,2,1
637,A MIDWEST KITCHEN,13,8,5,2,11
638,A MOTHER'S TOUCH DAYCARE,8,3,5,1,7
639,"A N S FOOD, INC",2,1,1,1,1
640,A NATURAL HARVEST HEALTH FOOD STORE,3,0,3,2,1
641,A NEW LEAF,8,5,3,3,5
642,A ONE FOOD AND BEAUTY SUPPLIES,3,2,1,2,1
643,A ONE GYROS,5,3,2,2,3
644,A P DELI,20,8,12,10,10
645,A PIECE OF CAKE BAKERY INC,3,2,1,2,1
646,"A PIECE OF CAKE BAKERY, INC.",9,4,5,6,3
647,A PLACE BY DAMAO,4,1,3,2,2
648,A PLATE ON SOUTHPORT,8,4,4,2,6
649,A PLUS MINI MART,5,1,4,4,1
650,A SAFE HAVEN FOUNDATION,10,4,6,2,8
651,A STEP AHEAD LEARNING CENTER,33,12,21,18,15
652,"A SWEET SPOT, INC.",4,2,2,2,2
653,A SWEETS GIRL LLC,8,5,3,1,7
654,A TASTE OF HEAVEN,24,9,15,11,13
655,A TASTE OF NANJING,4,0,4,3,1
656,A TASTE OF THE PHILIPPINES,6,0,6,6,0
657,A TAVOLA,25,5,20,17,8
658,A TEAM SERVICES,3,1,2,2,1
659,A TO Z FOOD MART,4,2,2,2,2
660,A TO Z FRESH FOOD INC.,2,1,1,1,1
661,A TO Z THINGS,5,2,3,4,1
662,A TO Z WHOLESALE GROCERY & TOBACCO,3,1,2,1,2
663,A V ANTHONY'S,16,4,12,6,10
664,A V S FOOD MART,2,1,1,1,1
665,"A WHIZZ KIDS PRESCHOOL, INC #2",8,3,5,3,5
666,"A WHIZZ KIDS PRESCHOOL,INC #2",4,2,2,1,3
667,A&J FOOD MART,4,0,4,3,1
668,"A&K FOOD MARKET, INC.",3,0,3,3,0
669,A&S BEVERAGE,2,0,2,2,0
670,A&T PANCAKE HOUSE,19,4,15,10,9
671,"A' LA CARTE FOOD, INC",3,1,2,1,2
672,A'S RESTAURANT &  PANCAKE HOUSE,18,9,9,5,13
673,"A'VIANDS, LLC AT NEIU",7,2,5,4,3
674,A+STORE,9,3,6,6,3
675,A-CUPZ,2,0,2,2,0
676,A-ILLINOIS INSTITUTE FOR CHILDREN,17,3,14,9,8
677,"A-KARRASEL GALEWOOD CHILDCARE, LLC",6,2,4,2,4
678,A-MI-THA RESTAURANT,18,9,9,5,13
679,A-MORE,8,3,5,4,4
680,A-ONE,3,1,2,1,2
681,A-Z SALES INC.,15,6,9,6,9
682,A-Z THINGS,2,1,1,1,1
683,A-ZMALL WORLD CHILD DEVELOPMENT CENTER,18,3,15,9,9
684,A. J. HUDSON'S PUBLIC HOUSE,22,4,18,15,7
685,A. P. CONVENIENT,3,1,2,2,1
686,A. P. DELI & GRILL VIII,19,9,10,10,9
687,A.A.A. FOOD AND MINI MART,3,0,3,1,2
688,A.M.S. MEAT MART,2,0,2,2,0
689,"A.N.A., GROCERY, INC",5,1,4,4,1
690,A.N.K. MARKET INC,2,0,2,0,2
691,A.P. DELI & GRILL VIII,2,1,1,1,1
692,A.P. DELI INC. XI,24,8,16,14,10
693,"A.P. DELI RESTAURANT GROUP, INC.",40,10,30,23,17
694,"A.S.O. FOOD MARKET, INC.",9,4,5,4,5
695,A1 FOOD MART,2,0,2,1,1
696,A1 Food Mart,2,1,1,1,1
697,A10,15,9,6,7,8
698,AA MINI MART,2,2,0,1,1
699,AAA  GROCERY STORE,2,0,2,1,1
700,AAA CATERING SERVICES,2,1,1,2,0
701,AAA FOOD MARKET,2,1,1,1,1
702,"AAA FOOD MART, INC.",6,1,5,4,2
703,AAA Food,9,4,5,4,5
704,AAA GROCERY,4,0,4,3,1
705,AAA GROCERY STORE,3,0,3,2,1
706,AAA MAXWELL STREET EXPRESS,3,1,2,1,2
707,AAA WHOLESALE INC,4,2,2,2,2
708,AASHIRVAAD GROCERS,2,0,2,1,1
709,AASJM INC.,4,1,3,2,2
710,AB FOOD AND LIQUOR,8,5,3,5,3
711,ABA/ THE DALCY,8,3,5,2,6
712,ABACUS 1,5,0,5,4,1
713,ABARROTES EL JINETE,3,2,1,1,2
714,ABBASSI FOOD & LIQUOR INC,3,1,2,2,1
715,ABBEY PUB,16,8,8,10,6
716,ABBOTT  PARK GOLDEN DINER,14,4,10,3,11
717,ABC  ACADEMY INC,10,8,2,2,8
718,"ABC & ME TODDLER CENTER,INC",4,2,2,1,3
719,ABC AND ME,4,2,2,1,3
720,ABC AND ME DAYCARE,2,0,2,0,2
721,ABC CHOICE,3,2,1,2,1
722,ABC CHOICE BODEGA,2,0,2,2,0
723,ABC DAYCARE & PRESCHOOL,5,3,2,4,1
724,ABC DOLLAR PLUS,2,1,1,1,1
725,ABC LEARNING CENTER II,6,4,2,1,5
726,ABC LEARNING CENTER INC.,10,5,5,2,8
727,ABC Learning Tree,3,0,3,1,2
728,"ABC PRESCHOOL, LTD.",14,8,6,1,13
729,ABCD ACADEMY FOR CHILDREN INC,9,6,3,1,8
730,ABE'S AND TOMMIE'S CARRYOUT,17,4,13,11,6
731,ABE'S IN & OUT,4,3,1,1,3
732,"ABE'S SUPER DOG, INC.",2,0,2,1,1
733,ABEL BRAMBLA,2,1,1,1,1
734,ABERDEEN,8,3,5,3,5
735,ABERDEEN FOOD STORE,2,2,0,1,1
736,ABES MARKET,5,2,3,3,2
737,ABH FOOD & LIQUOR INC,3,1,2,2,1
738,ABHIRUCHI,6,1,5,4,2
739,ABIGAIL'S ICE CREAM,3,1,2,1,2
740,ABIHA FISH & CHICKEN SUB,3,2,1,2,1
741,"ABIQUIU CAFE, INC",5,2,3,2,3
742,"ABIQUIU CAFE,INC",2,1,1,2,0
743,ABM SUPERMARKET INC.,2,1,1,1,1
744,ABN AMRO SVCS - MAIN BANK,9,5,4,2,7
745,ABOLLA,4,3,1,2,2
746,ABOOD FOOD MARKET INC.,6,1,5,5,1
747,ABOU ANDRE LLC,4,0,4,2,2
748,ABOUNDANCE OF LOVE DAY CARE,12,3,9,7,5
749,ABRAM GALE,24,8,16,15,9
750,ABS SUPPLIES & CATERING,8,4,4,7,1
751,ABSINTHE CAFE,10,5,5,6,4
752,ABU DAOUD,2,0,2,1,1
753,ABU HALAB,2,1,1,1,1
754,"ABU HASAN GAS & MINI MART, INC.",4,0,4,2,2
755,ABU JENNA INC.,3,1,2,2,1
756,ABUELOS TACOS,2,0,2,1,1
757,ABUNDANCE BAKERY,8,3,5,5,3
758,ABUNDANT RESTAURANT,7,5,2,3,4
759,ABYSSINIA RESTAURANT & FOOD MARKET,5,1,4,3,2
760,"AC FOOD MART PLUS ,INC",4,1,3,2,2
761,AC MARRIOTT CHICAGO DOWNTOWN,2,0,2,1,1
762,ACADEMY FOR GLOBAL CITIZENSHIP CHARTER SCHOOL,2,1,1,1,1
763,ACADEMY FOR GLOBAL CITIZENSHIP SATELLITE,19,5,14,9,10
764,"ACADEMY OF CREATIVE THINKING, INC.",14,6,8,5,9
765,ACADEMY OF ST. BENEDICT,18,11,7,5,13
766,ACADIA RESTAURANT,18,8,10,11,7
767,ACANTO,19,9,10,5,14
768,ACAPULCO ALEGRE,6,2,4,3,3
769,ACAPULCO BAKERY #2 INC.,4,3,1,1,3
770,ACCANTO,8,4,4,5,3
771,ACCENTURE TOWER,5,2,3,2,3
772,ACE BAKERY,13,4,9,5,8
773,ACE BOUNCE,11,5,6,6,5
774,ACE COFFEE BAR,3,0,3,3,0
775,ACE COFFEE BAR INC,3,2,1,1,2
776,ACE COFFEE BAR INC.,15,4,11,10,5
777,"ACE COFFEE BAR, INC",9,1,8,4,5
778,"ACE COFFEE BAR, INC.",9,3,6,4,5
779,ACE FOOD MART,6,0,6,4,2
780,ACE HOTEL CHICAGO,13,4,9,7,6
781,ACE ICRE,2,1,1,1,1
782,ACE ICRE WOOD STREET,9,3,6,3,6
783,ACE PIZZA 2,6,1,5,5,1
784,ACE PLACE,3,0,3,2,1
785,ACE SUSHI @ JEWEL OSCO 33349,2,0,2,2,0
786,ACE SUSHI @POTASH MARKET,4,1,3,2,2
787,ACE Tech,12,6,6,4,8
788,"ACE'S SOUL FOOD CAFE, INC.",16,7,9,9,7
789,ACERO BRIGHTON PARK CAMPUS,8,0,8,3,5
790,ACERO CHARTER CISNEROS SCHOOL,7,6,1,2,5
791,ACERO DE LA CRUZ,7,3,4,3,4
792,ACERO ESMERALDA SANTIAGO CHARTER SCHOOL,6,2,4,0,6
793,ACERO JOVITA IDAR CHARTER SCHOOL,11,5,6,7,4
794,ACERO ROBERTO CLEMENTE ELEMENTARY SCHOOL,9,2,7,4,5
795,ACERO RUFINO TAMAYO,6,2,4,3,3
796,ACERO VICTORIA SOTO HIGH SCHOOL,6,2,4,2,4
797,ACES LIQUOR AND TAP,2,1,1,0,2
798,ACME HOTEL COMPANY/THE BERKSHIRE,22,8,14,10,12
799,ACRE/OMBRA,11,5,6,6,5
800,ACT KIPP CREATE,20,8,12,8,12
801,ACTIVA-TE FITNESS & NUTRITION LLC,2,0,2,1,1
802,ACTIVATE CLUB NUTRICIONAL,3,0,3,2,1
803,ADA FOODS,4,3,1,2,2
804,ADA S MCKINLEY COMMUNITY SERVICES,16,9,7,6,10
805,ADA S MCKINLEY MAGGIE DRUMMON,14,2,12,8,6
806,ADA S McKINLEY,16,5,11,6,10
807,ADA S McKINLEY HIGHLAND CAMPUS,4,1,3,1,3
808,ADA S. MCKINLEY GOLDEN DINER,3,2,1,1,2
809,ADA S. MCKINLEY LAKESIDE ACADEMY,17,6,11,3,14
810,ADA STREET,24,9,15,14,10
811,ADA'S MARKET & DELI,11,4,7,6,5
812,ADALINA,6,1,5,2,4
813,ADAM & ARAM CORPORATION,4,2,2,2,2
814,ADAM CLAYTON POWELL ACADEMY,16,7,9,5,11
815,ADAM CLAYTON POWELL ELEMENTARY,2,2,0,1,1
816,ADAM FOOD MART,3,2,1,1,2
817,"ADAM FOOD MART FMX, INC",2,2,0,1,1
818,ADAM FOOD MART MORE,3,0,3,2,1
819,ADAM FOODS MART PLUS,10,5,5,4,6
820,ADAM FOODS MINI MART INC,2,0,2,1,1
821,ADAM'S FISH AND CHICKEN,2,0,2,1,1
822,ADAM'S FOOD & LIQUOR,13,6,7,8,5
823,ADAM'S FOOD MART,3,1,2,2,1
824,"ADAM'S GROCERY, INC",3,2,1,3,0
825,ADAM'S RIBS,2,0,2,1,1
826,"ADAMS FOOD MARKET 22, INC.",6,1,5,4,2
827,ADAMS FOOD MART,19,5,14,12,7
828,"ADAMS MINI MARKET, INC.",4,1,3,2,2
829,ADAS FOOD MARKET INCORPORATED,2,1,1,1,1
830,ADD CHAPTER DESIGN & ART CAFE,5,0,5,4,1
831,ADDA INDIAN CUISINE,6,3,3,2,4
832,ADDI FOOD MART,3,0,3,2,1
833,ADDISON & AUSTIN CITGO,3,2,1,1,2
834,ADDISON & LARAMIE SHELL,5,2,3,3,2
835,"ADDISON FOOD & LIQUOR, INC",3,3,0,1,2
836,ADDISON FOOD MART,4,1,3,3,1
837,ADDISON LIQUORS,2,2,0,0,2
838,ADDISON MART,6,4,2,3,3
839,ADDISON MINI MART & GAS,2,0,2,1,1
840,ADDISON OIL CO,6,1,5,4,2
841,ADDISON STREET CAFE INC,3,0,3,2,1
842,ADDISON SUPERETTE,4,1,3,2,2
843,ADE  DOLLAR PLUS & GROCERY,3,0,3,1,2
844,"ADEN COFFEE & SWEETS, INC.",2,1,1,1,1
845,ADEN POULTRY,23,11,12,10,13
846,ADEN RESTAURANT,3,1,2,2,1
847,ADEN SEA FOOD & MEAT MARKET,3,1,2,2,1
848,ADESSO,2,0,2,2,0
849,ADLER SCHOOL INC,18,10,8,5,13
850,ADMIRAL THEATRE,2,1,1,1,1
851,ADMIRAL'S CLUB,9,4,5,1,8
852,ADOBE GILA,4,0,4,4,0
853,ADOBE GILA'S,9,3,6,6,3
854,ADOBE HAROLD CHICKEN SHACK,2,0,2,1,1
855,ADOBO GRILL,43,20,23,22,21
856,ADOM AFRICAN MARKET,3,0,3,3,0
857,ADRIAN'S FOODS MARKET,4,2,2,2,2
858,ADRIAN'S FOODS MARKET #2 INC.,11,5,6,3,8
859,ADRIAN'S FRESH MARKET #3 INC,3,2,1,1,2
860,ADRIANA COFFEE SHOP,2,1,1,1,1
861,ADRIANNE'S CATERING LLC,3,1,2,1,2
862,ADRIANS FOOD MARKET,17,6,11,4,13
863,ADRIATIC,11,6,5,4,7
864,ADVANCED PETROLEUM,11,3,8,7,4
865,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,58,23,35,25,33
866,ADVOCATE TRINITY HOSPITAL,28,12,16,9,19
867,AEA FOOD MART,2,1,1,2,0
868,"AFANDINA GROCERY & MEAT MARKET, INC",4,2,2,3,1
869,AFC  SUSHI @DOMINICKS#2775,5,2,3,2,3
870,AFC SUSHI @ CAFE 300,5,2,3,2,3
871,AFC SUSHI @ DOMINICK'S # 1875,7,5,2,2,5
872,AFC SUSHI @ DOMINICK'S #1703,6,4,2,1,5
873,AFC SUSHI @ DOMINICK'S #2153,3,2,1,1,2
874,AFC SUSHI @ DOMINICK'S 2889,5,2,3,1,4
875,AFC SUSHI @ DOMINICK'S 2890,6,2,4,2,4
876,AFC SUSHI @ DOMINICKS #1086,2,1,1,1,1
877,AFC SUSHI @ DOMINICKS 1100,5,0,5,1,4
878,AFC SUSHI @ JEWEL OSCO  #3082,6,4,2,2,4
879,AFC SUSHI @ JEWEL OSCO # 2940,14,7,7,2,12
880,AFC SUSHI @ JEWEL OSCO #2500,10,6,4,3,7
881,AFC SUSHI @ JEWEL OSCO #3224,9,2,7,4,5
882,AFC SUSHI @ JEWEL OSCO #3454,5,1,4,2,3
883,AFC SUSHI @ JEWEL OSCO #3632,14,6,8,3,11
884,AFC SUSHI @ JEWEL OSCO #4500,4,1,3,1,3
885,AFC SUSHI @ JEWEL OSCO#2502,12,4,8,3,9
886,AFC SUSHI @ JEWEL-OSCO #3262,18,11,7,3,15
887,AFC SUSHI @ JEWEL-OSCO #3501,15,4,11,4,11
888,AFC SUSHI @ JEWEL-OSCO #3514,14,8,6,2,12
889,AFC SUSHI @ Jewel Osco #2506,14,5,9,5,9
890,AFC SUSHI @ Jewel Osco #3234,11,3,8,2,9
891,AFC SUSHI @ LURIE CHILDRENS HOSPITAL,8,3,5,3,5
892,AFC SUSHI @ MARSHALL FIELDS,8,0,8,4,4
893,AFC SUSHI @ TONY'S FINER FOODS,12,5,7,4,8
894,AFC SUSHI @ UNIVERSITY CENTER,8,3,5,3,5
895,AFC SUSHI @ WALGREEN'S #15281,8,3,5,2,6
896,AFC SUSHI @ WALGREENS #15065,7,5,2,1,6
897,AFC SUSHI @ WALGREENS #15196,15,7,8,4,11
898,AFC SUSHI @ WALGREENS #15921,12,3,9,6,6
899,AFC SUSHI @ WOMEN'S PRENTICE HOSPITAL,5,2,3,2,3
900,AFC SUSHI @JEWEL-OSCO #3345,23,11,12,4,19
901,AFC SUSHI @JEWEL-OSCO #3455,15,10,5,3,12
902,AFC SUSHI @STRACK & VAN TIL #4,9,3,6,2,7
903,AFC SUSHI@DOMINICK'S #1113,5,2,3,1,4
904,AFC SUSHI@JEWEL OSCO #1210,8,5,3,1,7
905,AFC SUSHI@JEWEL OSCO #3234,2,0,2,2,0
906,AFC SUSHI@JEWEL OSCO #3470,9,6,3,3,6
907,AFC SUSHI@JEWEL-OSCO #3241,16,6,10,4,12
908,AFC SUSHI@JEWEL-OSCO #3368,17,10,7,2,15
909,AFC SUSHI@JEWEL-OSCO #3376,15,5,10,1,14
910,AFC SUSHI@JEWEL-OSCO #3442,16,7,9,6,10
911,AFC SUSHI@JEWEL-OSCO#3454,11,6,5,1,10
912,AFC SUSHI@UNIVERSITY OF CHICAGO,5,5,0,2,3
913,AFC Sushi @ Dominick's # 12,5,3,2,1,4
914,AFC Sushi @ Dominick's #1147,6,4,2,1,5
915,AFC Sushi @ Dominick's #1695,4,1,3,1,3
916,AFC Sushi @ Dominicks # 2984,5,2,3,2,3
917,AFC Sushi @ Jewel Osco # 3538,14,7,7,1,13
918,AFC Sushi @ Jewel Osco #0901,2,0,2,0,2
919,AFC Sushi @ Jewel Osco #3407,14,6,8,5,9
920,AFC Sushi @ Jewel Osco #3443,12,4,8,4,8
921,AFC Sushi @ Jewel Osco #3721,6,3,3,3,3
922,AFC Sushi @ Tony's Finer Foods #1667,9,3,6,5,4
923,AFCSushi@Northwestern Memorial Hospital,6,1,5,5,1
924,AFFINIA CHICAGO,3,3,0,0,3
925,AFGHAN BAMYAN KABOB,5,1,4,4,1
926,AFGHAN KABOB,12,5,7,4,8
927,AFGHAN MARKET,3,0,3,2,1
928,AFGHAN SARAY,6,2,4,4,2
929,AFRACAN FOOD,3,2,1,1,2
930,AFRICAN FOOD PALACE,5,1,4,4,1
931,AFRICAN JERK,3,0,3,2,1
932,AFRICAN SUPERMARKET & LIQUOR,19,3,16,11,8
933,AFRO JERK,2,0,2,2,0
934,AFRO JOE'S COFFEE & TEA,9,2,7,6,3
935,AFSAR PAAN SHOP INC.,3,1,2,2,1
936,AFTER,3,2,1,0,3
937,"AFTER SCHOOL MATTERS,INC",7,5,2,4,3
938,AFTERBAR,3,0,3,0,3
939,AFTERNOON,4,2,2,2,2
940,AFUSION,6,3,3,4,2
941,AGAMI JAPANESE RESTAURANT,27,6,21,14,13
942,AGAPE INTERNATIONAL SERVICES,2,2,0,1,1
943,AGAVE ANTOJERIA INC.,3,0,3,2,1
944,AGEE'S PIZZERIA & GRILL,7,3,4,3,4
945,AGEES PIZZERIA & GRILL,6,3,3,4,2
946,AGLAIA COFFEE AND TEA COMPANY,2,1,1,1,1
947,AGUDATH ISREAL OF ILLINOIS,2,0,2,1,1
948,AGUELA'S RESTAURANT,3,1,2,1,2
949,AH QUICK MART INC,2,1,1,1,1
950,AH SUNG FOODS,2,1,1,1,1
951,AHA CREPE,8,2,6,6,2
952,AHADI EARLY LEARNING CENTER,2,0,2,2,0
953,AHJOOMAH'S APRON CORP.,19,8,11,9,10
954,AHM WIRELESS,3,0,3,2,1
955,AI JAPANESE RESTAURANT,5,3,2,2,3
956,AIDA FOOD & LIQUOR,6,1,5,5,1
957,AIM  FOOD  MART  INC.,3,1,2,2,1
958,AIM FOOD MART,2,1,1,0,2
959,AIN'T SHE SWEET CAFE,8,3,5,2,6
960,AIN'T SHE SWEET CAFE BEVERLY,10,3,7,2,8
961,AINT SHE SWEET CAFE,13,7,6,4,9
962,AIR FORCE ACADEMY,17,6,11,3,14
963,AIR FRANCE,8,4,4,4,4
964,AJ FOOD,3,0,3,2,1
965,AJ LIQUOR INC,2,1,1,0,2
966,AJ MINI MART,2,1,1,1,1
967,AJ'S SPORT BAR & GRILL,2,1,1,1,1
968,AJAJA FOODS,6,2,4,4,2
969,AJAWAAH SWEETS,14,6,8,6,8
970,"AJC VEGGIE, LLC",2,1,1,2,0
971,AJE CAFE,15,5,10,5,10
972,AJI ICHIBAN STORE,8,3,5,4,4
973,AJK PANTRY,2,0,2,1,1
974,AJOYS GAS DEPOT,3,1,2,2,1
975,AK FOOD MART,8,1,7,8,0
976,"AK FOOD MART & WIRELESS, INC.",3,0,3,2,1
977,AKA AVE 21,7,2,5,5,2
978,AKA ONI,5,2,3,3,2
979,AKAHOSHI RAMEN,4,0,4,2,2
980,AKARRASEL CHILD CARE CENTERS,15,7,8,7,8
981,AKHIRAH'S PRALINE CANDIES,3,1,2,2,1
982,AKIBA-SCHECHTER JEWISH DAY SCHOOL,20,9,11,6,14
983,AL - JOUD INVESTMENT,2,0,2,1,1
984,AL BAR B QUE,8,5,3,1,7
985,AL BAYAN GROCERY INC.,10,5,5,4,6
986,AL DENTE RESTAURANT INC,5,2,3,3,2
987,AL DORA COFFEE SHOP,2,1,1,2,0
988,"AL FOOD MART, INC",2,1,1,1,1
989,AL HABIB RESTAURANT,7,1,6,5,2
990,AL HALAL ZAIQA,5,1,4,3,2
991,AL KABEER RESTAURANT,4,1,3,3,1
992,AL KHAYMEIH RESTAURANT,4,0,4,4,0
993,AL KHYAM RESTAURANT,3,1,2,1,2
994,"AL KING MARKET, INC",3,0,3,2,1
995,AL MAIMANI FOOD,3,0,3,2,1
996,AL MEDINA RESTAURANT,3,3,0,2,1
997,AL MEDINA RESTAURANT & GRILL,3,0,3,2,1
998,AL NOOR MEAT & GROCERY,12,4,8,6,6
999,AL PRIMO CANTO,3,0,3,1,2
1000,AL PRINCE DOLLAR INC,3,1,2,2,1
1001,AL RABY HIGH SCHOOL,17,11,6,6,11
1002,"AL RAFEDAIN MEAT MARKET INC.,",7,3,4,4,3
1003,AL SAFA RESTAURANT LLC,4,1,3,2,2
1004,AL SON DE MI TIERRA RESTAURANT INC.,3,0,3,3,0
1005,AL WALEEMA,3,1,2,3,0
1006,AL WALI CONVENIENT STORE,5,1,4,3,2
1007,AL'S  FOOD & DELI,2,0,2,1,1
1008,AL'S BEEF,85,33,52,32,53
1009,AL'S BEEF RESTAURANT,23,8,15,9,14
1010,AL'S FOOD MART,7,5,2,3,4
1011,AL'S ITALIAN BEEF INC,22,8,14,3,19
1012,AL'S PIZZA,12,5,7,2,10
1013,AL'S PIZZA CHICAGO,14,3,11,7,7
1014,AL'S UNDER THE L,14,7,7,4,10
1015,AL-AMIN GROCERY,9,5,4,5,4
1016,AL-ANDALUS GRILL,2,1,1,1,1
1017,AL-DIAR RESTAURANT,2,1,1,1,1
1018,AL-EMAAN GROCERS,4,1,3,2,2
1019,AL-HAMD SWEET INC.,5,2,3,2,3
1020,AL-KHYAM BAKERY,23,9,14,12,11
1021,AL-WALY CONVENIENCE STORE,3,1,2,2,1
1022,AL-ZAHRAA BAKERY,3,1,2,1,2
1023,ALA ALABAD GROCERY STORE,4,2,2,2,2
1024,ALA TOO CENTRAL ASIAN AND TURKISH RESTAURANT,5,1,4,3,2
1025,ALABAMA KITCHEN INC.,4,1,3,3,1
1026,ALABAMA'S,3,1,2,2,1
1027,ALADDIN'S EATERY,2,0,2,2,0
1028,ALADDIN'S FOOD,7,2,5,6,1
1029,ALAIN LOCKE CHARTER ACADEMY,17,7,10,8,9
1030,ALAIN'S RESTAURANT,6,1,5,4,2
1031,ALAMO DRAFTHOUSE CINEMAS,3,1,2,2,1
1032,ALANWAR FOOD MART,2,0,2,1,1
1033,ALARMIST BREWING,3,2,1,1,2
1034,ALASKA PALETERIA Y NEVENA 2,3,3,0,1,2
1035,ALASKA PALETERIA Y NEVERIA,17,11,6,2,15
1036,ALBA'S RESTAURANT,6,3,3,2,4
1037,ALBANY  FOOD  MARKET,2,0,2,0,2
1038,ALBANY CHILD CARE CENTER,11,5,6,4,7
1039,ALBANY FOOD & LIQUORS,3,0,3,2,1
