,dba_name,Inspection Count,Upgraded,Downgraded,Fail,Pass
19712,ROCKWELL PROPERTIES LLC,2,0,2,1,1
19713,ROCKWELL'S NEIGHBORHOOD GRILL,17,6,11,8,9
19714,ROCKWELLSS TACO,2,0,2,2,0
19715,ROCKWOOD,11,3,8,6,5
19716,ROCKY MOUNTAIN CHOCOLATE FACTORY,28,19,9,3,25
19717,ROCKY PANCAKE HOUSE,19,5,14,10,9
19718,ROCKY'S,12,6,6,3,9
19719,ROCKY'S TACOS,21,5,16,10,11
19720,ROCKYS TACOS,15,6,9,5,10
19721,ROCOTO PERUVIAN BITES,2,2,0,1,1
19722,RODITY'S,7,4,3,4,3
19723,RODITYS RESTAURANT,13,5,8,5,8
19724,RODOLFO DI SAPIO,11,9,2,2,9
19725,RODRIGUEZ FRUITS & VEGETABLE,24,8,16,13,11
19726,ROESER'S BAKERY,13,6,7,5,8
19727,ROG  MOBIL,3,2,1,2,1
19728,ROGER'S GROCERY STORE,3,1,2,2,1
19729,ROGER'S GROCERY STORE  O B,4,2,2,2,2
19730,ROGERS MARKET,4,2,2,2,2
19731,ROGERS PARK CAFE,3,1,2,2,1
19732,ROGERS PARK CHILDREN'S CENTER,13,6,7,5,8
19733,ROGERS PARK FINE WINES & SPIRITS,3,0,3,2,1
19734,ROGERS PARK FRUIT MARKET,19,5,14,7,12
19735,ROGERS PARK MONTESSORI SCHOOL,13,8,5,4,9
19736,ROGERS PARK PROVISION,3,2,1,0,3
19737,ROGERS PARK SHELL,5,3,2,3,2
19738,ROGERS PARK SOCIAL,2,0,2,0,2
19739,ROGERS PARK TAPROOM & COFFEE HOUSE,6,3,3,3,3
19740,ROGERS PIER,7,3,4,3,4
19741,ROGERS WING,6,1,5,4,2
19742,ROGGENART BAKER BISTRO & CAFE,3,0,3,3,0
19743,ROGUE FUSION,3,2,1,1,2
19744,ROISTER,14,6,8,6,8
19745,ROJO GUSANO,25,4,21,19,6
19746,ROKA AKOR/BOMBAY SPICE GRILL AND WINE,22,4,18,12,10
19747,ROKITO'S,3,1,2,2,1
19748,ROLANDO TACO'S,16,6,10,9,7
19749,ROLLAPALOOZA,17,6,11,10,7
19750,ROLLING  CHICAGO,7,3,4,5,2
19751,ROLLING DOUGHNUTS,3,1,2,2,1
19752,ROLLS N BOWLS EXPRESS,17,4,13,10,7
19753,ROLY  POLY,2,1,1,1,1
19754,ROLY POLY,9,5,4,5,4
19755,ROLYS,4,1,3,3,1
19756,ROMA'S BEEF & SAUSAGE,19,4,15,11,8
19757,ROMA'S ITALIAN BEEF & SAUSAGE,6,3,3,3,3
19758,ROMA'S REST,3,1,2,2,1
19759,ROMA'S RESTAURANT,27,6,21,17,10
19760,ROMAN BROS 1 INC,20,9,11,8,12
19761,ROMANIAN KOSHER SAUSAGE CO,13,6,7,4,9
19762,ROME'S JOY CATERING INC.,17,6,11,8,9
19763,ROMERO FOOD MARKET,2,1,1,1,1
19764,ROMERO'S BURGER BULL,12,8,4,5,7
19765,ROMERO'S IN BLOOM,2,1,1,1,1
19766,RON OF JAPAN INC,24,10,14,12,12
19767,RON'S GRILL ETC,6,4,2,1,5
19768,RONAM,2,1,1,1,1
19769,"RONDA NEW LIFE BEGINNINGS, INC.",3,2,1,2,1
19770,RONERO,8,1,7,5,3
19771,RONG SHING HONG,3,0,3,2,1
19772,RONNIE'S FAMOUS HOAGIES & STEAKS,2,0,2,1,1
19773,RONNY'S,3,1,2,2,1
19774,RONNY'S ORIGINAL STEAK HOUSE,23,11,12,7,16
19775,"ROOFTOP BY THE FIREHOUSE, INC.",20,8,12,10,10
19776,ROOH CHICAGO,8,0,8,8,0
19777,ROOK CAFE AND SMOOTHIE BAR,4,0,4,2,2
19778,ROOM 12,21,10,11,11,10
19779,ROOM 1520,3,2,1,2,1
19780,ROOM FIVE HUNDRED,13,5,8,2,11
19781,ROOM FORTY THREE,11,4,7,6,5
19782,ROOM TO PLAY,6,2,4,1,5
19783,ROOM TO PLAY NFP,2,0,2,1,1
19784,ROONG PETCH THAI RESTAURANT,9,5,4,3,6
19785,ROOSEVELT & WESTERN SHELL,3,1,2,2,1
19786,ROOSEVELT AND KOSTNER / AMOCO,5,1,4,5,0
19787,"ROOSEVELT CONNECT MART, INC",2,2,0,1,1
19788,"ROOSEVELT FIESTA GRILL, INC.",3,0,3,2,1
19789,ROOSEVELT FOOD & DOLLAR,3,1,2,1,2
19790,"ROOSEVELT FOOD & LIQUOR, INC.",3,1,2,2,1
19791,"ROOSEVELT FOOD MARKET, INC.",12,4,8,8,4
19792,"ROOSEVELT JEFFERSON CLINTON,LLC",5,1,4,3,2
19793,ROOSEVELT UNIVERSITY COFFEE SHOP,9,3,6,5,4
19794,ROOSEVELT UNIVERSITY DINING SERVICES,21,8,13,9,12
19795,ROOSEVELT WESTERN SHELL,2,0,2,1,1
19796,ROOSEVELT'S CONNECT,4,0,4,3,1
19797,ROOST CHICKEN & BISCUITS,5,1,4,1,4
19798,ROOTS HANDMADE PIZZA,23,13,10,6,17
19799,ROOTS HANDMADE PIZZA - PRINTER'S ROW,9,4,5,3,6
19800,ROOTS HANDMADE PIZZA - SECOND CITY/UTOPIAN TAILGAT,11,2,9,9,2
19801,ROOTS HANDMADE PIZZA-LINCOLN SQUARE/THE SIXTH QUAL,20,5,15,15,5
19802,ROOTSTOCK WINE & BEER BAR,22,6,16,17,5
19803,ROPA RESTAURANT &   WINE BAR,6,4,2,3,3
19804,ROSA DE LIMA,3,2,1,2,1
19805,ROSA FOOD MARKET,4,2,2,3,1
19806,ROSA ISELA TACOS Y MAS,12,6,6,7,5
19807,ROSA'S LOUNGE,4,2,2,4,0
19808,ROSA'S SUPERMERCADO,15,9,6,3,12
19809,ROSAL'S CUCINA INC,16,4,12,10,6
19810,ROSALINDA FOOD  MARKET,5,2,3,2,3
19811,ROSALINDA FOOD MARKET PLUS,3,1,2,1,2
19812,ROSALINE GROCERY INC,3,0,3,1,2
19813,ROSARIO CASTELLANOS,16,9,7,5,11
19814,ROSARIO'S ITALIAN FOOD INC,8,6,2,1,7
19815,ROSAS TAMALES,40,18,22,16,24
19816,ROSAS TAMALES #2,9,4,5,4,5
19817,ROSAS TAMALES INC,4,0,4,2,2
19818,"ROSAS TAMALES, INC.",16,3,13,12,4
19819,ROSATI'S GRANT PARK,6,3,3,2,4
19820,ROSATI'S PIZZA,69,25,44,34,35
19821,ROSATI'S PIZZA & CALIFORNIA STYLE DELI,7,2,5,4,3
19822,ROSATI'S PIZZA LOOP,11,8,3,6,5
19823,ROSATI'S PIZZA OF CHICAGO-LOGAN SQUARE,8,2,6,6,2
19824,ROSATI'S PIZZA OF EVERGREEN PARK,9,3,6,6,3
19825,ROSATI'S PIZZA OF LINCOLN PARK,9,3,6,6,3
19826,ROSATIS,5,2,3,3,2
19827,ROSATIS PIZZA,34,13,21,17,17
19828,ROSATIS PIZZA UPTOWN,10,4,6,5,5
19829,ROSCOE VILLAGE PUB,2,1,1,2,0
19830,ROSCOE VILLAGE TREATS,2,1,1,2,0
19831,ROSCOE'S KITCHEN,2,1,1,1,1
19832,ROSCOE'S TAVERN LTD,21,11,10,11,10
19833,"ROSCOE-DAMEN, CORP.",12,7,5,5,7
19834,ROSDED,5,0,5,4,1
19835,ROSDED  RESTAURANT,7,3,4,3,4
19836,ROSDED RESTAURANT,13,6,7,6,7
19837,ROSE FOOD MART,4,2,2,3,1
19838,ROSE FOOD MART INC,3,2,1,2,1
19839,ROSE MARY,10,3,7,8,2
19840,ROSE-ANGELA HALL,10,4,6,4,6
19841,ROSE-RIDGE FOODS,10,4,6,5,5
19842,"ROSEANGELIS, INC.",9,2,7,5,4
19843,ROSEATE,2,1,1,2,0
19844,ROSEBUD CAFE,19,12,7,9,10
19845,ROSEBUD EATT,8,2,6,4,4
19846,ROSEBUD FARM INC,15,7,8,9,6
19847,ROSEBUD IN & OUT,4,1,3,3,1
19848,ROSEBUD ON THE PARK,6,2,4,3,3
19849,ROSEBUD PRIME,16,7,9,8,8
19850,ROSEBUD RESTAURANTS INC,21,14,7,12,9
19851,ROSEBUD STEAKHOUSE,6,3,3,2,4
19852,ROSEBUD THEATRE DISTRICT,10,4,6,2,8
19853,ROSEBUD TRATTORIA,5,0,5,5,0
19854,ROSEBUD-RUSH,23,5,18,13,10
19855,ROSELAND CHILD DEVELOPMENT,7,4,3,4,3
19856,ROSELAND CHRISTIAN SCHOOL,5,3,2,1,4
19857,ROSELAND COMMUNITY GOOD NEWS DAY CARE CORP.,12,3,9,6,6
19858,ROSELAND COMMUNITY GOOD NEWS DAYCARE,9,4,5,5,4
19859,ROSELAND COMMUNITY HOSPITAL ASSOCIATION,31,17,14,13,18
19860,ROSELAND FOOD & LIQUOR,15,4,11,9,6
19861,ROSELAND FOOD MART,11,3,8,8,3
19862,"ROSELAND FOOD MART, INC.",2,0,2,1,1
19863,ROSELAND FOOD PLUS,3,2,1,2,1
19864,ROSELAND FRESH MART INC.,4,1,3,2,2
19865,ROSELAND LEARNING CENTER,19,10,9,5,14
19866,ROSELAND MARATHON,2,1,1,1,1
19867,ROSELAND PIZZA AND TACOS CO,6,3,3,5,1
19868,ROSELAND PIZZAS AND TACOS,14,4,10,6,8
19869,ROSELAND PIZZAS AND TACOS CO,7,3,4,2,5
19870,"ROSELAND QUICK MART, INC.",6,1,5,5,1
19871,ROSELAND SENIOR SATELLITE CENTER,14,8,6,3,11
19872,ROSELAND SLF ASSOCIATES LP,12,4,8,4,8
19873,ROSELAND STOP & SHOP,3,0,3,3,0
19874,ROSEMOOR TOWN & COUNTRY LIQ,3,2,1,1,2
19875,ROSENWALD ELEMENTARY,21,10,11,9,12
19876,ROSEWOOD TAVERN,4,2,2,2,2
19877,ROSIE'S CAFE & CATERING,10,4,6,4,6
19878,ROSIE'S DONUTS,2,0,2,1,1
19879,"ROSIE'S GRILL, INC",10,4,6,5,5
19880,ROSIE'S SIDEKICK,7,3,4,5,2
19881,ROSITA'S ICE CREAM,2,1,1,1,1
19882,ROSS ELEMENTARY,7,4,3,3,4
19883,ROSTIS PIZZA,3,2,1,1,2
19884,ROSWELL MASON CPC,24,11,13,9,15
19885,ROSWELL MASON ELEMENTARY SCHOOL,15,8,7,5,10
19886,ROSY'S BAKERY,22,1,21,13,9
19887,ROSYI BAKERY,2,0,2,2,0
19888,"ROTANA GRILL, INC.",4,2,2,2,2
19889,ROTHSCHILD LIQUORS,16,4,12,10,6
19890,ROTI,16,4,12,6,10
19891,"ROTI 200 WEST RANDOLPH, LLC",17,9,8,5,12
19892,ROTI MEDITERRANEAN GRILL,42,17,25,14,28
19893,ROTI MODERN MEDITERRANEAN,75,24,51,40,35
19894,ROTTEN JOHNNY'S,2,1,1,1,1
19895,ROUNDHOUSE CHICAGO,6,1,5,5,1
19896,ROUTE 66 DINER,3,0,3,2,1
19897,ROUTE 66 PIZZA,11,2,9,8,3
19898,ROUTE 69,2,0,2,2,0
19899,ROUX,2,1,1,1,1
19900,ROW 24,3,1,2,2,1
19901,ROWE CHARTER ELEMENTARY,12,6,6,3,9
19902,ROWE FOOD HOLDINGS LLC,13,3,10,5,8
19903,ROWE MIDDLE SCHOOL,5,3,2,3,2
19904,ROWE-CLARK MATH & SCIENCE ACADEMY,4,0,4,2,2
19905,ROWIE'S BAKERY,12,7,5,2,10
19906,"ROXANNE FOOD MART, INC.",6,1,5,4,2
19907,"ROXIE'S FOOD NO. 2, INC",2,1,1,1,1
19908,"ROXIE'S FOODS,INC",4,3,1,1,3
19909,ROXIE'S ROADSIDE REFRESHER,3,0,3,1,2
19910,ROY'S,21,9,12,12,9
19911,ROY'S FOOD & LIQUOR INC,4,2,2,2,2
19912,ROY'S SOUL FOOD,4,2,2,1,3
19913,ROYAL AFRICANA LOUNGE INC.,4,0,4,3,1
19914,ROYAL BBQ & JERK INC,4,2,2,1,3
19915,ROYAL BERRY,3,1,2,2,1
19916,ROYAL CARIBBEAN EXPRESS JERK CUISINE,3,1,2,2,1
19917,ROYAL CARIBBEAN JERK,24,8,16,13,11
19918,"ROYAL CATERING SERVICES,LLc",7,0,7,6,1
19919,ROYAL CHICKEN,4,1,3,3,1
19920,ROYAL CHICKEN AND SEAFOOD,7,2,5,6,1
19921,ROYAL COFFEE,21,8,13,10,11
19922,ROYAL CUPCAKES&BAKES,3,2,1,1,2
19923,ROYAL DELI,7,4,3,3,4
19924,ROYAL FLAT CARIBBEAN JERK CUISINE,11,1,10,9,2
19925,ROYAL FOOD AND GASMART,4,0,4,3,1
19926,ROYAL FOOD BASKET INC.,3,1,2,2,1
19927,ROYAL GARDEN BANQUETS AND CATERING,11,4,7,6,5
19928,ROYAL GARDENS,6,0,6,3,3
19929,ROYAL GOURMET POPCORN AND CANDY,2,0,2,1,1
19930,ROYAL GROCER & CO,10,2,8,6,4
19931,ROYAL ICE CREAM INC,5,3,2,2,3
19932,ROYAL ICE CREAM INC.,3,1,2,2,1
19933,ROYAL INDIAN GRILL INC.,14,5,9,9,5
19934,ROYAL KEBAB,3,1,2,2,1
19935,ROYAL KITCHEN,13,4,9,7,6
19936,"ROYAL MINI MARKET, INC",2,0,2,1,1
19937,ROYAL NUTRITION,3,1,2,3,0
19938,ROYAL NUTRITON,4,2,2,3,1
19939,ROYAL PALMS SHUFFLEBOARD CLUB,3,2,1,1,2
19940,ROYAL SONESTA CHICAGO AND HOYT'S AMERICAN TAVERN,9,7,2,2,7
19941,ROYAL SONESTA CHICAGO RIVER NORTH,23,8,15,21,2
19942,ROYAL SUB FISH AND CHICKEN,2,1,1,1,1
19943,ROYAL SUSHI,22,7,15,14,8
19944,ROYAL SWEET & FAST FOOD & PIZZ,7,4,3,4,3
19945,ROYAL THAI CUISINE,21,9,12,9,12
19946,ROYALTY,21,5,16,14,7
19947,ROYCE CHICAGO,2,2,0,0,2
19948,ROYS LUNCH BAG,22,10,12,13,9
19949,ROZANA,16,5,11,11,5
19950,RPM ITALIAN,17,7,10,6,11
19951,RPM ON THE WATER/ RPM EVENTS,8,5,3,2,6
19952,RPM SEAFOOD,7,2,5,3,4
19953,RPM SEAFOOD/RPM ON THE WATER,2,1,1,1,1
19954,RPM STEAK,18,7,11,9,9
19955,RS MARKETERS/ RS ZABIHA MEAT,2,1,1,1,1
19956,RTW VETERAN CENTER,2,0,2,2,0
19957,RUB BBQ COMPANY,3,1,2,2,1
19958,RUBI GROCERY,2,0,2,2,0
19959,RUBI'S,4,0,4,2,2
19960,RUBIANNA PASTA & THINGS,5,2,3,4,1
19961,RUBY OF SIAM,8,7,1,3,5
19962,RUBY'S FAST FOOD,22,10,12,12,10
19963,RUBY'S FAST FOOD CORP.,7,3,4,5,2
19964,RUBY'S HOT GRILL,2,1,1,1,1
19965,RUBY'S PLACE,2,1,1,2,0
19966,RUBY'S RESTAURANT,13,7,6,5,8
19967,RUBY'S SOULFOOD,3,0,3,2,1
19968,RUBYS RESTAURANT GROUP,6,4,2,5,1
19969,RUBYS SOULFOOD DOWNTOWN,3,1,2,3,0
19970,RUBYS SOULFOOD EXPRESS,10,1,9,9,1
19971,RUBYS SOULFOOD FORD CITY,3,1,2,2,1
19972,"RUCA FOODSERVICE, LLC",5,4,1,2,3
19973,RUCHI (PIZZERIA) RESTAURANT,5,3,2,2,3
19974,RUCKER CAFE,2,0,2,2,0
19975,RUDY'S BAKERY,18,9,9,11,7
19976,RUDY'S BAR & GRILL,17,6,11,7,10
19977,RUDY'S FOOD & LIQUOR,12,5,7,5,7
19978,RUDY'S LOUNGE,2,0,2,1,1
19979,RUDY'S RAMEN,3,2,1,0,3
19980,RUFFOLO RESTAURANT INC/GIGI'S,3,1,2,3,0
19981,RUFINO TAMAYO,11,6,5,1,10
19982,"RUFUS FULL LINE GROCERY STORE & DELI,LLC",6,0,6,4,2
19983,RUIN'S DAILY,13,5,8,8,5
19984,RUIZ ELEMENTARY SCHOOL,19,10,9,7,12
19985,RUK KIMBALL SUSHI & THAI,6,3,3,5,1
19986,RUK SUSHI & THAI,16,5,11,9,7
19987,RUK SUSHI AND THAI,19,8,11,5,14
19988,RUKIYO'S,2,0,2,1,1
19989,RUMBA,3,1,2,2,1
19990,RUMI  GRILL,9,1,8,3,6
19991,RUMIJA CULTURAL CENTER,8,3,5,4,4
19992,RUMOR'S CAFE,7,1,6,5,2
19993,RUNA JAPANESE,17,6,11,11,6
19994,RUNWAY SUBMARINE,6,5,1,3,3
19995,RUSH CHILDREN'S SERVICES,6,2,4,3,3
19996,RUSH DAY SCHOOL,12,6,6,3,9
19997,RUSH STREET,14,2,12,4,10
19998,RUSH UNIVERSITY CHILDREN'S HOSPITAL,2,0,2,2,0
19999,RUSH UNIVERSITY MEDICAL CENTER,21,9,12,7,14
20000,RUSSIAN TEA TIME,22,8,14,9,13
20001,RUSTIC HOUSE,10,2,8,5,5
20002,RUSTIK,4,1,3,3,1
20003,RUSTLE & ROUX,17,9,8,8,9
20004,RUTH AND PHILS GOURMET ICE CREAM,12,3,9,7,5
20005,RUTH KAPLAN,14,6,8,7,7
20006,RUTH'S CHRIS STEAK HOUSE,14,6,8,6,8
20007,RUXBIN KITCHEN,20,8,12,11,9
20008,RUYI SUSHI,3,1,2,2,1
20009,RV CLARK LLC,9,1,8,7,2
20010,RYAN ANTHONY'S,3,2,1,1,2
20011,RYAN BANKS ACADEMY,2,0,2,2,0
20012,RYAN FOODS STORE,3,1,2,2,1
20013,RYBA'S FUDGE SHOP,5,1,4,2,3
20014,RYBA'S FUDGE SHOPS,9,6,3,3,6
20015,RYDER ELEMENTARY SCHOOL,21,9,12,7,14
20016,RYHANAS CUISINE,11,4,7,7,4
20017,"RYLON'S SMOKEHOUSE PARTNERS, LLP",12,5,7,8,4
20018,RYO SUSHI,14,6,8,7,7
20019,RYUU ASIAN BBQ,11,2,9,7,4
20020,Rahman Holdings Inc,3,1,2,2,1
20021,"Ram's Gyros, Hot Dogs, Hamburg",6,0,6,4,2
20022,Randolph Magnet,22,8,14,7,15
20023,Ravenswood,17,8,9,2,15
20024,Ray,26,9,17,14,12
20025,Real Thai Restaurant,5,2,3,3,2
20026,RealGood Stuff Co,7,2,5,6,1
20027,Reavis,19,9,10,5,14
20028,Rebel Bar & Grill,9,2,7,6,3
20029,Red E Brands,4,1,3,2,2
20030,Red Ivy,10,2,8,7,3
20031,Red Lion Pub,17,7,10,10,7
20032,Red Mango,11,2,9,7,4
20033,Red Mango Cafe,3,1,2,2,1
20034,Red Mango Loyola,4,2,2,2,2
20035,Red Pepper's Lounge,11,2,9,6,5
20036,Red Ribbon,13,5,8,5,8
20037,Red Square,16,5,11,8,8
20038,Reed,4,2,2,1,3
20039,Regulus Coffee House Company,5,1,4,3,2
20040,Relay #4172,3,1,2,2,1
20041,Relay Store # 4162,3,2,1,1,2
20042,"Remedy Chicago, Inc.",4,4,0,0,4
20043,Renaissance Cafe,5,3,2,1,4
20044,Restaurant Vizcaya,2,0,2,2,0
20045,Restaurante Conoce Mi Panama,3,1,2,1,2
20046,"Reuter's Bakery, LLC.",12,2,10,5,7
20047,"Revaca Frutas Y Legumres Mexicanas, Co.",3,1,2,2,1
20048,Revere,15,9,6,3,12
20049,Rice Bistro,2,0,2,1,1
20050,Richards HS,20,11,9,6,14
20051,"Rio Grande Fruit Market, Inc.",16,5,11,9,7
20052,River City Convenience,12,5,7,7,5
20053,Rizq Meat & Grocery Inc,4,3,1,2,2
20054,Rizzo's Bar & Inn,16,4,12,10,6
20055,Robeson (H/S),15,9,6,6,9
20056,Rockit Bar & Grill,22,10,12,10,12
20057,Rodan,12,3,9,8,4
20058,Rolls N Bowls,7,2,5,2,5
20059,Roma Pizza&Pasta,2,0,2,2,0
20060,Roosevelt Discount,5,0,5,3,2
20061,Rosati's Pizza,2,1,1,1,1
20062,"Rosebud Catering & Events, Inc.",15,6,9,6,9
20063,Rosebud Steakhouse,16,7,9,7,9
20064,Rotisserie Ent & Annet's,2,1,1,1,1
20065,Rub's Backcountry Smokehouse,9,2,7,4,5
20066,Ruby's Ribs,8,2,6,6,2
20067,Rudolph,16,10,6,6,10
20068,Ruggles,25,10,15,12,13
20069,Ryba's Fudge Shops Inc,2,1,1,0,2
20070,"S & A GROCERY, INC.",2,1,1,1,1
20071,S & A MINI MART,4,3,1,2,2
20072,"S & B FOOD & LIQUORS, INC.",2,1,1,1,1
20073,S & C ELECTRIC COMPANY,17,10,7,7,10
20074,S & E DINER,5,3,2,3,2
20075,S & G GRILL,21,4,17,10,11
20076,"S & H CONVENIENT STORE,INC.",8,5,3,2,6
20077,S & H FOOD MART INC.,4,1,3,2,2
20078,S & J MOBIL OIL INC,4,0,4,3,1
20079,"S & K FOOD & LIQUOR, INC.",4,3,1,0,4
20080,S & K FOOD MART & RESTAURANT,16,5,11,12,4
20081,S & L ENTERPRISES L T D,4,2,2,3,1
20082,S & L FOOD & LIQUORS INC,2,2,0,2,0
20083,S & M FOOD MARKET,8,2,6,4,4
20084,"S & M GROCERY, INC.",6,1,5,4,2
20085,S & M LIQUORS,5,1,4,2,3
20086,"S & R FOOD, INC.",2,0,2,2,0
20087,S & R GROCERY AND DOLLAR PLUS,6,3,3,4,2
20088,S & S  FOOD ON CLARK,4,1,3,2,2
20089,S & S FOOD & DELI,5,2,3,2,3
20090,S & S FOOD ON  CLARK,2,1,1,1,1
20091,S & S GROCERIES FOOD,2,0,2,1,1
20092,S & S LEARNING CENTER INCORPORATED,2,0,2,2,0
20093,S & S Restaurant,2,1,1,1,1
20094,S & S SHOP 4 LESS,2,1,1,2,0
20095,S & S THAI RESTAURANT INC.,5,1,4,1,4
20096,S & T 79TH FOOD MART INC,3,2,1,2,1
20097,S & T PROVISION CO INC,5,1,4,0,5
20098,S & T PROVISION CO.,5,1,4,1,4
20099,"S & T, INC.",4,2,2,2,2
20100,"S COTTAGE GROVE GROCERY, INC",2,0,2,1,1
20101,S HOMAN FOOD,8,1,7,5,3
20102,S L GRILL,2,1,1,1,1
20103,S L PANTRY & GRILL,6,3,3,3,3
20104,S&D FOOD MART,4,1,3,2,2
20105,S&D MINI MART,2,0,2,1,1
20106,S&S DELI,6,1,5,3,3
20107,S&S DISCOUNT MART,3,0,3,2,1
20108,S&S FOOD MART,2,1,1,1,1
20109,S'  PAISANS PIZZA & GRILL,13,3,10,5,8
20110,S. A. A. FOOD & LIQUORS,8,5,3,3,5
20111,S. F. BURGER,5,3,2,3,2
20112,"S. L  DISCOUNT, INC.",3,0,3,2,1
20113,S. S. FOOD & LIQUOR,2,1,1,1,1
20114,S.D. LIQUOR,4,0,4,3,1
20115,S.K.Y.,13,4,9,9,4
20116,S2 CITY GRILL AND BAR,7,3,4,4,3
20117,S2 EXPRESS GRILL,17,4,13,10,7
20118,S2 SOUTH SIDE BAR & GRILL,2,2,0,0,2
20119,S@KURA,27,11,16,17,10
20120,SA HOWARD INC.,6,3,3,3,3
20121,"SA HOWARD NORTH, INC.",4,1,3,2,2
20122,SAALAR ON TAYLOR,3,0,3,3,0
20123,SABA GROCERY,2,0,2,2,0
20124,SABA ITALIAN BAR & KITCHEN,5,3,2,1,4
20125,"SABAIDEE, LLC",2,0,2,2,0
20126,SABAS VEGA INC.,20,7,13,9,11
20127,SABATINOS INC,14,7,7,4,10
20128,SABE A ZULIA,8,4,4,3,5
20129,"SABLE AT NAVY PIER, A CURIO HOTEL BY HILTON",2,0,2,0,2
20130,SABOR A CAFE RESTAURANT,18,3,15,10,8
20131,SABOR A CUBA,2,2,0,1,1
20132,SABOR A GLORIA,10,2,8,8,2
20133,SABOR DE GUERRERO,2,0,2,1,1
20134,SABOR LATINO #2,7,6,1,1,6
20135,SABOR LATINO RESTAURANT,12,6,6,3,9
20136,SABORCITO ECUATORIANO,9,3,6,7,2
20137,SABOREA,2,1,1,1,1
20138,"SABORES DE AMERICA, KATAKANA KOKO MEXICAN GRILL",8,1,7,6,2
20139,SABORES DE MEXICO EN CHICAGO,5,3,2,2,3
20140,SABRI NIHARI,21,9,12,9,12
20141,SABRI NIHARI  RESTAURANT,12,5,7,7,5
20142,SABRI NIHARI RESTAURANT,10,5,5,5,5
20143,SABRINA SUB,10,2,8,6,4
20144,SABROSO,9,1,8,6,3
20145,SABROSO GRILL,5,2,3,3,2
20146,SABROSO! MEXICAN GRILL,5,2,3,2,3
20147,SACCOBRUNO,7,5,2,2,5
20148,SACMONT FOOD MART,4,1,3,2,2
20149,SACRAMENTO FOOD MART,8,4,4,4,4
20150,SACRAMENTO STORE,2,1,1,1,1
20151,SACRED HEART HOSPITAL,8,5,3,2,6
20152,SACRED HEART SCHOOL,18,10,8,4,14
20153,SACRED HEART SCHOOLS,3,0,3,3,0
20154,SADDLE AND CYCLE CLUB,20,7,13,12,8
20155,SAFA MARKET,7,4,3,3,4
20156,SAFAH FOOD & LIQUOR INC,2,2,0,0,2
20157,SAFARI LOUNGE AND ETHIOPIAN CUISINE,17,4,13,12,5
20158,SAFARI RESTAURANT,11,3,8,9,2
20159,SAFARI SOMALI CUISINE,10,3,7,7,3
20160,SAFE ACHIEVE ACADEMY,4,1,3,2,2
20161,SAFE HAVEN CHILDCARE CENTER,10,2,8,5,5
20162,SAFEHOUSE,10,5,5,6,4
20163,SAFEWAY FOOD MARKET,2,1,1,1,1
20164,SAFFRON SPICE,4,1,3,3,1
20165,SAGAR & NEEL CORPORATION,3,1,2,2,1
20166,SAGE DINING SERVICES,8,2,6,6,2
20167,SAGE ROOM,5,1,4,3,2
20168,SAGINAW FOOD MART INC.,4,1,3,1,3
20169,SAGINAW RESTAURANT & FOOD,10,7,3,5,5
20170,"SAGINAW WINE AND LIQUORS, INC.",5,2,3,2,3
20171,SAHAR FOODS,2,2,0,0,2
20172,SAHAR INTERNATIONAL SUPERMARKET,19,6,13,9,10
20173,SAHEJI'S GRILL & RESTAURANT,6,1,5,5,1
20174,SAI CAFE,21,8,13,11,10
20175,SAI FOOD MART,2,0,2,2,0
20176,SAIF CONVENIENCE STORE,2,0,2,1,1
20177,SAIGON BISTRO,4,2,2,2,2
20178,"SAIGON BISTRO RESTAURANT, INC",16,9,7,8,8
20179,SAIGON LOTUS,3,0,3,2,1
20180,SAIGON PHO,7,1,6,5,2
20181,SAIGON SISTERS,49,24,25,12,37
20182,SAILORS,2,1,1,1,1
20183,SAIMAI THAI,16,4,12,9,7
20184,SAIMAI THAI RESTAURANT,2,1,1,1,1
20185,SAINT AGATHA CATHOLIC ACADEMY,2,1,1,1,1
20186,"SAINT ANNA BAKERY, INC",7,4,3,3,4
20187,SAINT BENEDICT ACADEMY,7,3,4,3,4
20188,SAINT CAJETAN,20,6,14,7,13
20189,SAINT GALL SCHOOL,17,13,4,4,13
20190,SAINT HYACINTH SCHOOL,10,3,7,2,8
20191,SAINT JOSEPH HOSPITAL,12,4,8,2,10
20192,SAINT LOU'S ASSEMBLY & MONEYGUN,18,6,12,9,9
20193,SAINT WALTER SCHOOL,19,8,11,6,13
20194,SAINT'S ALP TEAHOUSE,9,5,4,3,6
20195,SAINT'S ALP TEAHOUSE & GOURMET,9,6,3,2,7
20196,SAJ POWER,4,1,3,3,1
20197,SAJA FOODS,3,1,2,2,1
20198,SAJJAD INC,20,11,9,5,15
20199,SAKO RESTAURANT AND GROCERY INC,3,0,3,2,1
20200,SAKURA CRAB HOUSE,7,3,4,4,3
20201,SAKURA HOUSE,6,0,6,2,4
20202,SAKURA KARAOKE BAR,11,4,7,6,5
20203,SAKURA TEPPANYAKI AND SUSHI,23,6,17,14,9
20204,SAL'S PIZZA,6,1,5,4,2
20205,SAL'S TRATTORIA,11,3,8,5,6
20206,SALA BUA THAI CUISINE,5,1,4,3,2
20207,SALAAM RESTAURANT AND BAKERY,20,6,14,15,5
20208,SALAD CREATIONS,2,1,1,1,1
20209,SALAD HOUSE INC.,17,5,12,8,9
